,sent_no,parag_no,sect_no,sent_raw,sent_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,stanza,stanza_stdscaler,stanza_medianiqr,stanza_lnorm_stdscaler,stanza_lnorm_medianiqr,flair,flair_stdscaler,flair_medianiqr,flair_lnorm_stdscaler,flair_lnorm_medianiqr,sentimentr_roll100,sentimentr_stdscaler_roll10,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,sentiword_roll100,sentiword_stdscaler_roll10,senticnet_roll100,senticnet_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,vader_roll100,vader_stdscaler_roll10,textblob_roll100,textblob_stdscaler_roll10,flair_roll100,flair_stdscaler_roll10,pattern_roll100,pattern_stdscaler_roll10,stanza_roll100,stanza_stdscaler_roll10,stanza_stdscaler_roll10_mean,mean_stdscaler_roll10
884,884,443,2,Of course there was.,of course there was,20,4,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.125,-0.21286825364243078,-0.17507294706127555,-0.6599830544275967,-0.6470457404356147,-0.83,-0.9259640962258855,-0.8268398268398267,-2.1842871075257744,-2.442570367347134,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,2.691256930414569,-0.986056733846186,-0.572299148893075,0.13274837436957018,1.609048704145898,0.9582,1.2890455378065577,0.947425727173744,1.5337627882454308,2.2189867180048086,0.10791366906474853,-0.05028036042120607,0.10503597122302183,-0.1566800895394534,-2.4418274850593047,-0.4778163970251757,-0.06351120246659801,-1.085364357804462,0.6811942446043189,0.2315790994853181,0.8302788380620835,-0.5033774736644042,0.08267168732797578,-0.23717849870982127,0.07244028776978437,-0.09634532706229111,0.10362184944375995,0.6293086484618646,-0.2783762589928051,-0.3078990705480191,0.11712907803445527,1.2827163850469434,7.200907909135598,0.8495143175132833,,-0.007189577952053601
885,885,443,2,And I no more believe Topper was really blind than I believe he had eyes in his boots.,and i no more believe topper was really blind than i believe he had eyes in his boots,86,18,-0.75,-0.6973563207450328,-0.6,-0.49840528350227875,-0.607845842127106,-0.75,-0.75644999816557,-0.6521739130434783,-0.586843034938186,-0.6909026287227881,-25.704484358604844,-0.8119699106592655,-1.208417505894217,-0.28380910842581836,-3.018968475394767,0.8958333333333339,1.0389072514035025,1.2546894539391422,0.7717342203052349,1.0324828523349352,0.366,-0.16828852536929292,-0.08719851576994428,-0.09096198230307033,-0.09893828449811018,-7.757728161621382,-0.8650358987187666,-0.9908627122732723,-0.6472656531173062,-1.1805247079740753,-0.6688131650250312,-0.691393075655492,-0.782796669304169,-0.09170100853552941,-1.1359166752517813,"{'neg': 0.271, 'neu': 0.729, 'pos': 0.0, 'compound': -0.6361}",-0.6361,-1.6220830588584274,-1.0330491270807958,-0.8446070369638143,-1.3855692187343462,-0.375,-1.8348603084871002,-1.821247892074199,-0.7801487846681201,-2.799874975111154,0.06895667752090975,-0.04374106773766298,0.3886677217655321,-0.08069592159430736,0.5455038999966834,5.684911902712765,-0.2186610201809141,0.02286765907554186,-0.20004973245933225,-0.25093498795910335,-0.9961,-0.8696607524137988,-0.06584746202105045,-0.27662782304821515,-0.2288596886017227,0.08597122302158305,-0.13766435508816477,0.0902877697841729,-0.21827676588312028,-2.7557454463861895,-0.5304646334996589,-0.06216228160328867,-1.070971799958673,0.6765971223021606,0.21236872811324736,0.6720735628187077,-0.5801452554278791,0.08089834820031576,-0.24604550766722788,0.07220215827338149,-0.09955154766312055,0.10223695735742902,0.5918805445108628,-0.290114388489208,-0.3677898149472149,0.11501621607836171,1.2160849567501488,7.189237710610573,0.8324687796690645,,-0.014594514393852934
886,886,443,2,"My opinion is, that it was a done thing between him and Scrooge's nephew; and that the Ghost of Christmas Present knew it.",my opinion is that it was a done thing between him and scrooge own nephew and that the ghost of christmas present knew it,122,23,-0.35,-0.38493890253278373,-0.27999999999999997,-0.22371281652317512,-0.22202267222067001,-0.35,-0.425105300131479,-0.30434782608695654,-0.2771542186770825,-0.25236011705948685,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.75,-0.9792614199970833,-1.0504376823676533,-0.685152724699476,-0.6765719476262881,0.431,-0.12711050521404332,-0.047000618429189796,-0.10561456446793585,-0.11534293241657763,7.588373919805096,0.4874401857388582,0.9692317914824106,0.23114103530105043,0.9038291430925757,-0.30505905386363225,-0.3823325857009491,-0.3570492086479713,-0.055816658267158696,-0.40552970797469484,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.3182}",-0.3182,-0.9068379857800525,-0.5167681688997158,-0.39332577109706435,-0.5425004472315683,0.3,0.8695335651153921,1.4569983136593592,0.1551701447760128,1.753176820573729,0.1882025937857253,0.5875545809502083,1.0607859309184517,0.050744856154598166,1.1653173979896887,7.3214172927271735,0.200841973085899,0.3482203460789436,-0.19768017939270927,-0.23769173335200286,-0.9886,-0.8613763041834082,-0.061958832374138045,-0.2006819759107063,-0.12617258458531422,0.12517985611510823,0.018480815710171204,0.12949640287769806,-0.05451974828654259,-1.649936495822897,-0.3450056974172072,-0.044822953066118394,-0.8859666630627113,0.6949712230215851,0.2891500872435586,0.9366303232846581,-0.4517713082237871,0.09426839849735072,-0.17919289391972665,0.07783812949640306,-0.023667764621134096,0.10601393577469521,0.6939571916499595,-0.2884302158273375,-0.35919676317971583,0.11860079864069525,1.3291287149035054,7.104991284330042,0.7094181182492351,,0.0013590848981705806
887,887,443,2,"The way he went after that plump sister in the lace tucker, was an outrage on the credulity of human nature.",the way he went after that plump sister in the lace tucker was an outrage on the credulity of human nature,108,21,-1.0,-0.8926172071276884,-0.8,-0.5602680558870201,-0.6947360695991864,-1.0,-0.963540434436877,-0.8695652173913044,-0.6565872436569421,-0.7896656413325346,-24.724797930973505,-0.782106035662201,-1.162360552838072,-0.2423140171091477,-2.4892590412712043,0.5,0.5535249127122218,0.7002917882451022,0.31269027052050175,0.4939844681859714,-1.5519999999999996,-1.38335687395035,-1.2733457019171301,-0.9584046796942468,-1.0701044502998873,-7.666052971844354,-0.8569564202262047,-0.9791534173227197,-0.5711873467260716,-1.0,-0.954039940695079,-0.9337335037960441,-1.1166336534827392,-0.10413414381447,-1.388979637301156,"{'neg': 0.142, 'neu': 0.858, 'pos': 0.0, 'compound': -0.5106}",-0.5106,-1.3397198733556404,-0.8292326431181487,-0.6132692285935469,-0.953391557802031,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,6.678279584865553,0.035979580834119465,0.2203585115608522,-0.1979818175279809,-0.2393775662969922,0.8372,1.15538977302292,0.8846891688702235,0.30880277296522674,0.5627066020260314,0.13992805755395715,0.07721432032238931,0.144244604316547,0.0070769280571243804,-1.8600713446522303,-0.3802481192459355,-0.031108924289139975,-0.7396423249638553,0.687856115107916,0.25941760322637847,1.242844886033373,-0.3031832621568751,0.10747379001725892,-0.11316360315028724,0.08212086330935271,0.033995773858435316,0.10564090086928621,0.6838755474880734,-0.28822230215827277,-0.3581359379081194,0.11854071008264225,1.3272337560606808,7.05234953422054,0.632529371090965,,0.006559489365404829
888,888,443,2,"Knocking down the fire-irons, tumbling over the chairs, bumping against the piano, smothering himself among the curtains, wherever she went, there went he!",knocking down the fire irons tumbling over the chairs bumping against the piano smothering himself among the curtains wherever she went there went he,155,23,-1.9,-1.5955563981052487,-1.52,-0.923747284475993,-1.2052659349122086,-0.9,-0.8807042599283543,-0.782608695652174,-0.5572000986729161,-0.6489260152958234,-23.93458870099624,-0.7580180121885842,-1.1252112891725647,-0.21967461250049572,-2.2002536234345764,-0.40625,-0.5577451785020244,-0.5689870779491456,-0.4208112590583834,-0.3664764716309061,-2.332,-1.877493115813345,-1.755720470006184,-1.2114557296042645,-1.3534137900779843,-7.588373919805096,-0.850110443339762,-0.9692317914824106,-0.5306581803874599,-0.9038291430925757,-0.6101181077272645,-0.6415233350539656,-0.7140984172959426,-0.07574057632315187,-0.8110594159493897,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.5859}",-0.5859,-1.5091377846573124,-0.9515225334957368,-0.6376309079234512,-0.9989032433468759,-0.15555555555555559,-0.9556540697439033,-0.7554806070826309,-0.39172358685312364,-0.9090546477048967,-0.04879326505555842,-0.6671169342678966,-0.27501857468256163,-0.26044717958652275,-0.3021193254047342,7.3214172927271735,0.200841973085899,0.3482203460789436,-0.19768017939270927,-0.23769173335200286,-0.9998,-0.873747746874125,-0.0677658526468606,-0.20367659307843453,-0.13022163500982328,0.1323741007194248,0.04713130576491179,0.13669064748201462,-0.024472589094509927,-2.3582642107151663,-0.46380171940158116,-0.02908554299417595,-0.7180534881951717,0.6942949640287793,0.2863241484188721,1.242844886033373,-0.3031832621568751,0.10747379001725892,-0.11316360315028724,0.0791935251798563,-0.005418460657500925,0.10566088488207598,0.6844156355681745,-0.2882201438848915,-0.3581249258810786,0.11856462724597434,1.3279880101419896,7.090318810388877,0.6879874451294798,,0.005107177575533986
889,889,443,2,He always knew where the plump sister was.,he always knew where the plump sister was,42,8,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.25,0.24696764617036074,0.3501458941225511,0.44385624533861173,0.6478535378643733,0.03700000000000003,-0.3767126581550947,-0.2906617192331477,-0.23557455928303453,-0.2608427449710916,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,3.6706650979194815,-0.734994525065647,-0.377583579414874,-0.06654299393941569,0.4952241738201355,0.9993,1.334444314109099,0.968735417638824,0.8311904577899605,1.2690319713561313,0.12697841726618736,0.025643438223856296,0.13129496402877722,-0.04700795848853436,-2.5272186846233446,-0.492137642131651,-0.048195255224391775,-0.9219480576771842,0.6801654676259017,0.22728006489031666,1.1322562005681922,-0.35684549344619504,0.10925405934987113,-0.10426194194366933,0.0833136690647484,0.050055936263798284,0.10428017127114654,0.6471004591248299,-0.28957697841726554,-0.36504782021405724,0.11784517315187142,1.305299233080242,7.101302168058197,0.7040297805197081,,0.0006733520732281386
890,890,443,2,He wouldn't catch anybody else.,he would not catch anybody else,31,5,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.03125,-0.021269962053767643,0.04376823676531889,0.001962407818878138,0.1294737235103201,-0.51,-0.7232415354615798,-0.6289424860853432,-1.2155922596950608,-1.3580449410232682,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,2.643042142160009,-0.9984161480686686,-0.5818847029692416,-0.0016719253840215165,0.8577837170584381,-0.9999,-0.8738582061838636,-0.06781770104215276,-1.1642415170056999,-1.4290106271088598,0.11798561151079169,-0.01016967434456933,0.12230215827338152,-0.08456690747857519,-2.8651276324397013,-0.5488094875917907,-0.06447223364165797,-1.0956182556830398,0.6767769784172686,0.2131203075878982,1.0779931728123984,-0.3831761721557002,0.10496934357540728,-0.12568627785298012,0.0783093525179858,-0.01732312868897912,0.10068304896898826,0.5498846047066427,-0.30327841726618643,-0.43495583854469483,0.1167444950475655,1.2705881370839336,7.1274674935814195,0.742246957841587,,-0.0072622945301474865
891,891,443,2,"If you had fallen up against him (as some of them did), on purpose, he would have made a feint of endeavouring to seize you, which would have been an affront to your understanding, and would instantly have sidled off in the direction of the plump sister.",if you had fallen up against him as some of them did on purpose he would have made a feint of endeavouring to seize you which would have been an affront to your understanding and would instantly have sidled off in the direction of the plump sister,254,47,-1.6,-1.3612433344460622,-1.28,-0.4193397161353271,-0.49679318688888013,-1.6,-1.4605574814880136,-1.3913043478260871,-0.49770436202821333,-0.5646756051698466,-41.235858457067216,-1.285414271556,-1.9385774301056915,-0.19266386482704953,-1.8554454205518567,-1.864583333333333,-2.3459958999962134,-2.6115047936640265,-0.8102358080429015,-0.8233052577949368,-0.2599999999999999,-0.5648645348644659,-0.4743351886209028,-0.3290490252989797,-0.3654943133502958,-7.220139660291644,-0.8176573795697332,-0.9221987439803723,-0.3271504656686705,-0.4209297133766466,-0.5063101943669598,-0.553323851996964,-0.5925988818870949,-0.052078528937110916,-0.32944414632333446,"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.3612}",-0.3612,-1.0035839377849916,-0.5866017052375152,-0.2642799845453495,-0.3014213664795486,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,11.898289567623557,1.3740807725633735,1.2581456673122573,-0.25860981058957827,-0.5782228784117089,-0.9971,-0.8707653455111843,-0.0663659459739721,-0.06684688275112738,0.05478712091958113,0.10647482014388522,-0.05601045843215418,0.11079136690647505,-0.13264236218582737,-3.403527118609279,-0.6391062751530463,-0.06469705378554286,-1.0980170153240045,0.6883525179856138,0.26149196257641416,1.0193623697158491,-0.4116262771841772,0.09069931386315176,-0.19703894768776362,0.07108273381294983,-0.11462369042714039,0.09924420004812495,0.5109982629393678,-0.31396690647481945,-0.48949106712638424,0.11552967319792343,1.23227739239266,7.1395147842058835,0.7598432778886937,,-0.014124399994487726
892,892,443,2,She often cried out that it wasn't fair; and it really was not.,she often cried out that it was not fair and it really was not,63,13,-0.25,-0.30683454797972143,-0.2,-0.2653354555390899,-0.28048433555493674,-0.25,-0.34226912562295625,-0.2173913043478261,-0.3240796620583982,-0.31881005235197063,27.47964402379244,0.809246957354157,1.291871193789415,0.30267398163037795,4.467835768168777,0.4375,0.4768855960767565,0.6127553147144644,0.48662380365910296,0.6980235946974521,-0.16599999999999993,-0.5053147826399511,-0.4162028447742732,-0.3956203727594284,-0.440025853542935,7.911982467686462,0.5159603154378081,1.0105649803733099,0.5526445622042305,1.6667185009124401,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.5517}",-0.5517,-1.4321910042254773,-0.8959805115712545,-0.9934187817038774,-1.6635744104238994,-0.07499999999999998,-0.6329074757748814,-0.36424957841483974,-0.3642230579604847,-0.7751844473751249,0.3397434966538506,1.3898219924934765,1.9149317452115793,0.592623926162559,3.7205667477191904,4.015980199123876,-0.6464761984781612,-0.308931684514172,-0.20657397847891046,-0.28739851028898017,-0.9975,-0.8712071827501385,-0.0665733395551408,-0.4080640033025676,-0.40657580109514924,0.10035971223021616,-0.08036337497868365,0.10467625899280598,-0.15818244749905508,-3.7733758144165432,-0.7011348431086207,-0.06087511133949969,-1.057238101427602,0.6881438848920886,0.2606201303858191,0.9635513757473502,-0.43870809350405204,0.09069931386315176,-0.19703894768776362,0.06867913669064768,-0.14698617691466603,0.09672621443661415,0.4429471648466365,-0.3283086330935245,-0.562665986812457,0.11652746851795033,1.263743966500593,7.1283660030080505,0.7435593242423971,,-0.018323865869764065
893,893,443,2,"But when at last, he caught her; when, in spite of all her silken rustlings, and her rapid flutterings past him, he got her into a corner whence there was no escape; then his conduct was the most execrable.",but when at last he caught her when in spite of all her silken rustlings and her rapid flutterings past him he got her into a corner whence there was no escape then his conduct was the most execrable,206,39,0.25,0.08368722478558996,0.2,0.0009585892386623444,0.09354271226787303,-0.75,-0.75644999816557,-0.6521739130434783,-0.32419508705605227,-0.31897350277614495,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.5416666666666661,-0.7237970312121984,-0.7586494372655266,-0.3541021697473116,-0.28822092154924855,-1.365,-1.2648908775037089,-1.157699443413729,-0.6003588376686457,-0.6692456862258551,-7.318735962839241,-0.8263468266035157,-0.9347920442001121,-0.36644841338035405,-0.5141790359647416,-0.5314115160188091,-0.574650969767421,-0.6219781345868602,-0.05636484320888042,-0.4166874169507997,"{'neg': 0.166, 'neu': 0.787, 'pos': 0.046, 'compound': -0.7469}",-0.7469,-1.871372628210689,-1.2129922858302882,-0.5049906826575257,-0.751109150782408,0.08333333333333333,0.0014565192676784977,0.40472175379426645,-0.1459700100167685,0.28725254665044225,0.06805384639819301,-0.04852071451403847,0.3835790004375805,-0.14366968201003102,0.2485489717505429,10.096818804357373,0.912290434392742,0.8999963101741415,-0.25324998524584824,-0.548267216022697,-0.997,-0.8706548862014458,-0.06631409757867994,-0.09359211587570984,0.01862463621078025,0.08309352517985645,-0.14912455111006093,0.0874100719424463,-0.23029562955993327,-3.940845968165843,-0.7292218255155622,-0.06387271325796492,-1.0892215633071336,0.6831870503597144,0.23990660006444667,0.9660540845960351,-0.4374936750441252,0.08813730674465628,-0.20984943594367622,0.06349856115107934,-0.2167384263000815,0.09453796503613454,0.3838075200755728,-0.34262805755395614,-0.6357271155524418,0.11387972818571247,1.1802445596476134,7.105358207507607,0.7099540476848566,,-0.026475598637095782
894,894,443,2,"For his pretending not to know her; his pretending that it was necessary to touch her head-dress, and further to assure himself of her identity by pressing a certain ring upon her finger, and a certain chain about her neck; was vile, monstrous!",for his pretending not to know her his pretending that it was necessary to touch her head dress and further to assure himself of her identity by pressing a certain ring upon her finger and a certain chain about her neck was vile monstrous,244,43,-0.95,-0.8535650298511572,-0.76,-0.2951805860424449,-0.32240373357742297,0.6500000000000001,0.40325644495374874,0.565217391304348,0.0781194749110878,0.2507339881622358,-20.902181487755907,-0.665580853315864,-0.9826519633227617,-0.1278440552027817,-1.027982133050338,-0.7416666666666669,-0.9690428444456882,-1.0387661525635687,-0.41353322238310536,-0.3579387030986075,0.10100000000000009,-0.3361681460022335,-0.25108225108225096,-0.25648836964656496,-0.28425730028885476,-14.50937670705481,-1.46006929155757,-1.8532230129525686,-0.5393933695281786,-0.9245567005728541,-0.772361877958488,-0.779372331343345,-0.9039928296578753,-0.06288000274163583,-0.5492964115923985,"{'neg': 0.083, 'neu': 0.727, 'pos': 0.19, 'compound': 0.3182}",0.3182,0.5250021038930457,0.5167681688997158,0.0524233342928595,0.29023332459424295,0.10714285714285714,0.0968496012289657,0.5203565405926283,-0.13616614720370562,0.3349769043860357,0.11295466751060693,0.18918715740864164,0.6366581868857936,-0.11702966662498206,0.3741708784767617,11.327974210057823,1.2278857150556486,1.144761602001184,-0.24898698739417766,-0.524441640333162,-0.9999,-0.8738582061838636,-0.06781770104215276,-0.07938350037617649,0.03783624069901474,0.08776978417266221,-0.13050173257447956,0.09208633093525205,-0.21076497608511208,-3.645467288936357,-0.6796828743581899,-0.07493386433710161,-1.2072405376426043,0.6667050359712252,0.17103185700746049,1.0763962000468377,-0.3839510897844593,0.09113168335395724,-0.19487702384134153,0.07146474820143905,-0.10948017641191232,0.09363149021599065,0.35930912476218957,-0.3544071942446036,-0.6958270884654124,0.11239683779501175,1.133479978338826,7.048344969898544,0.6266802886992793,,-0.02784153916167682
895,895,443,2,"No doubt she told him her opinion of it, when, another blind-man being in office, they were so very confidential together, behind the curtains.",no doubt she told him her opinion of it when another blind man being in office they were so very confidential together behind the curtains,143,24,-1.5,-1.2831389798929997,-1.2,-0.7148777883749574,-0.9118953449986822,-1.5,-1.3777213069794907,-1.3043478260869565,-0.830894553803447,-1.036497821182625,-47.405993516352915,-1.4734990882161858,-2.2286474083768755,-0.3744789767372568,-4.176423082947698,-0.3125,-0.44278620354882653,-0.4376823676531889,-0.33870936807909896,-0.27016382956547424,0.703,0.045203671435616474,0.12121212121212126,-0.00847002695863283,-0.006582447942809333,-15.129879624388868,-1.5147551884438033,-1.9324772985931473,-0.877574799469266,-1.7270207245275717,-0.9039205316213167,-0.8911499874885235,-1.0579725676337997,-0.09247047265768368,-1.151578281562211,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.7506}",-0.7506,-1.879697279894835,-1.2190012180267966,-0.7594075054446575,-1.2264022649887487,-0.2333333333333333,-1.2672714708174413,-1.133220910623946,-0.47342903591469054,-1.30678971951414,-0.21679371953815327,-1.5565222842751751,-1.2219370783985255,-0.46918734278295743,-1.2864407280791055,7.2313642529705335,0.1777577107539838,0.3303169534983735,-0.21359794226998324,-0.3266549178143032,0.8561,1.1762665825635046,0.8944885155804427,0.28301394278759645,0.5278372788605794,0.08705035971223056,-0.1333667815799536,0.09136690647482039,-0.21376969200431536,-3.645467288936357,-0.6796828743581899,-0.07425940390544694,-1.2000442587197098,0.6908848920863332,0.27207420157949525,1.0763962000468377,-0.3839510897844593,0.08896400821817471,-0.20571578251188066,0.0654568345323743,-0.19037186293011885,0.09147321683469568,0.30097961211127705,-0.3545913669064741,-0.6967667814395601,0.10972312285723392,1.049161433699025,7.0490198278103895,0.6276659888183619,,-0.02977521104123289
896,896,444,2,"Scrooge's niece was not one of the blind-man's buff party, but was made comfortable with a large chair and a footstool, in a snug corner, where the Ghost and Scrooge were close behind her.",scrooge own niece was not one of the blind man own buff party but was made comfortable with a large chair and a footstool in a snug corner where the ghost and scrooge were close behind her,188,34,-0.85,-0.775460675298095,-0.6799999999999999,-0.3253672417335748,-0.3648028256082644,-0.85,-0.8392861726740929,-0.7391304347826088,-0.3917596134202386,-0.4146499222504284,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.175,0.15500046620780242,0.24510212588578575,-0.01735966433879616,0.10680725630125083,-1.315,-1.233215477384286,-1.126777983920841,-0.6341946010201635,-0.707127322280774,-7.347043060711015,-0.8288415756081056,-0.9384075933904756,-0.3992665149391318,-0.5920524598248248,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.117, 'neu': 0.73, 'pos': 0.153, 'compound': 0.3612}",0.3612,0.6217480558979848,0.5866017052375152,0.1200851121525508,0.41663682558669735,0.15238095238095237,0.27809645695541135,0.7400626355095158,-0.08121312548392433,0.6024834696260429,0.2525010884927918,0.9279550004967182,1.4231982504965044,0.027938133400508745,1.0577715142079218,9.970578943266236,0.8799300157100685,0.874898636641532,-0.2211017029510565,-0.36859287422049897,0.9867,1.3205264410820425,0.9622025198320111,0.2421383191380241,0.47256895839745633,0.08705035971223056,-0.1333667815799536,0.09136690647482039,-0.21376969200431536,-3.645467288936357,-0.6796828743581899,-0.0753835046248714,-1.212038056924534,0.6825683453237432,0.23732116667164863,1.1395795710027328,-0.3532918894185984,0.09148047500221736,-0.19313300397444105,0.06700503597122322,-0.16952658579119181,0.09147321683469568,0.30097961211127705,-0.34317410071942367,-0.6385131583937621,0.10972312285723392,1.049161433699025,7.026743311052001,0.5951288208663119,,-0.028821552539668324
897,897,444,2,"But she joined in the forfeits, and loved her love to admiration with all the letters of the alphabet.",but she joined in the forfeits and loved her love to admiration with all the letters of the alphabet,102,19,2.6,1.9191395567825535,2.08,1.3556916195892055,1.9963520535468255,2.6,2.0185618478699423,2.2608695652173916,1.5034693841332096,2.2691359980763295,76.0564434091962,2.29001817525356,3.575560449667546,0.615626693377645,8.462862615608918,1.541666666666667,1.830846856636643,2.159233013755732,1.3265779836417537,1.6833627302898855,2.284,1.0467798232117642,1.0989486703772418,0.828362619615611,0.9303135052255765,23.175975450372015,1.8611999960337722,2.9601720266432765,1.2583441128670612,3.341259001928663,1.9708064576294397,1.5513365838568431,2.306684155683051,0.11990792454389339,3.171153279330875,"{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.9578}",0.9578,1.9640418923199996,1.5555014210312625,0.9550852967804451,1.9765566208540042,0.6,2.0714863978276106,2.9139966273187183,0.6668818134294562,4.244145043808681,0.40616848358078655,1.7414802003770808,2.2893298349305753,0.44916961977482284,3.0441030431738674,6.897822601703039,0.09225739896788117,0.26400573134806,-0.15586251391207853,-0.0039759331720950405,0.5525,0.8409121181972863,0.7370767874734276,0.2424557514714225,0.4729981616819866,0.08992805755395718,-0.12190658555805738,0.09424460431654702,-0.20175082832750227,-3.645467288936357,-0.6796828743581899,-0.07583314491264118,-1.2168355762064635,0.6932158273381316,0.28181467157096707,1.0747584526755163,-0.38474579294838285,0.09373498734715503,-0.18186004391545635,0.06828489208633112,-0.15229436087011788,0.09147321683469568,0.30097961211127705,-0.34356402877697767,-0.6405026646124656,0.10972312285723392,1.049161433699025,7.066592805237612,0.6533331487324808,,-0.027180559424324235
