,sent_no,parag_no,sect_no,sent_raw,sent_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,stanza,stanza_stdscaler,stanza_medianiqr,stanza_lnorm_stdscaler,stanza_lnorm_medianiqr,flair,flair_stdscaler,flair_medianiqr,flair_lnorm_stdscaler,flair_lnorm_medianiqr,sentimentr_roll100,sentimentr_stdscaler_roll10,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,sentiword_roll100,sentiword_stdscaler_roll10,senticnet_roll100,senticnet_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,vader_roll100,vader_stdscaler_roll10,textblob_roll100,textblob_stdscaler_roll10,flair_roll100,flair_stdscaler_roll10,pattern_roll100,pattern_stdscaler_roll10,stanza_roll100,stanza_stdscaler_roll10,stanza_stdscaler_roll10_mean,mean_stdscaler_roll10
255,255,125,0,"""Mercy!"" he said.",mercy he said,17,3,1.0,0.669469883933557,0.8,3.386892567590561,4.849303927667411,1.0,0.6931830557335783,0.8695652173913044,3.793449244494007,5.511918645978921,47.650535804050435,1.42411817911984,2.2401438141114713,2.575837008503122,33.48610907298289,0.125,0.09368901289943023,0.17507294706127555,0.6264152600639993,0.862011102706583,0.741,0.0692769755263778,0.1447124304267162,1.989035126393519,2.2297720994924903,9.010135447483094,0.6127422626951774,1.1508275440237545,3.3075906200082503,8.203875492970582,1.6685962749659333,1.2945663529307307,1.9529693414569536,0.7971978338347834,16.95665361902552,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,0.6217480558979848,0.5866017052375152,2.416959019127725,4.707580876479594,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,2.5028944124489,-1.0343417200051233,-0.6097473917921207,0.282903059916708,2.448251994909858,0.765,1.0756381513916913,0.8472546274692798,1.6272795294547198,2.345431595424459,-0.29784172661870484,-1.6661679995085734,-0.24028776978417266,-1.5989437307570198,-7.167813027604185,-1.270427317939634,-0.09182370674888655,-1.3874498001203905,0.1822446043165471,-1.85342261591156,-0.7660750878898452,-1.2779948156981693,-0.20936179994642146,-1.6973975324722226,-0.08441510791366905,-2.2082760563016706,0.03497728008069735,-1.2258799999181587,-0.5161223021582722,-1.520936250577986,0.04052512577421938,-1.1330735995084724,5.982836172735642,-0.9296060492274506,,-0.26510480283624044
256,256,125,0,"""Dreadful apparition, why do you trouble me?""",dreadful apparition why do you trouble me,45,7,-1.25,-1.087878093510344,-1.0,-1.918729780065643,-2.6027826002637138,-1.25,-1.1706308707081838,-1.0869565217391306,-2.188119607552814,-2.9584299437226376,-67.8907332133451,-2.0979373660205036,-3.191674626047743,-1.6520942311115443,-20.48593902683348,-0.95,-1.224507233230572,-1.3305543976656942,-2.5063834911674996,-2.813033664124935,0.027000000000000024,-0.38304773817897925,-0.2968460111317253,-0.2426435143716613,-0.26875696227938584,-8.371065808485763,-0.9190903090621967,-1.069201807385923,-1.5290027511181,-3.2727812220444434,-2.4439000912668236,-2.1995801127300285,-2.8604054937887247,-0.5598222691675628,-10.664016398777347,"{'neg': 0.528, 'neu': 0.472, 'pos': 0.0, 'compound': -0.6808}",-0.6808,-1.7226538508263525,-1.1056435241575313,-2.142333748462947,-3.8099394444927572,-0.6,-2.7363249330212644,-2.9139966273187183,-2.5693276593501966,-11.509443264308562,-0.5433341371354795,-3.285248526707821,-3.062450930496947,-2.5381971441007583,-11.042927446275487,3.421460127773553,-0.7988759100895383,-0.42712787492792853,-0.03862367138916846,0.6512631763640326,-1.0,-0.8739686654936021,-0.06786954943744491,-0.8140046083744447,-0.9554519636327048,-0.2985611510791365,-1.6690330485140474,-0.24100719424460432,-1.6019484466762235,-7.670368799801796,-1.3547126357482724,-0.10179073312778344,-1.4937948108698327,0.16373381294964062,-1.930775175442606,-0.5573070777163948,-1.176691891256897,-0.2194701272090603,-1.7479409547563105,-0.089105035971223,-2.271422135143988,0.03566073331810742,-1.207408987578703,-0.5181856115107901,-1.5314637484289846,0.04142578349477757,-1.1046703665597932,6.025533473544593,-0.8672422038117661,,-0.2671877066634534
257,257,126,0,"""Man of the worldly mind!"" replied the Ghost, ""do you believe in me or not?""",man of the worldly mind replied the ghost do you believe in me or not,76,15,-0.6,-0.5801997889154394,-0.48,-0.4810485620333286,-0.5834672147479909,-0.6,-0.6321957364027859,-0.5217391304347826,-0.567275033729395,-0.663192876391601,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.29166666666666696,0.29806052392733795,0.4085035431429767,0.23542351383016016,0.40334385818404894,1.043,0.26059639224769127,0.33147804576376005,0.3618148781736245,0.407978851210537,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,-0.3561189894708727,-0.42571521212800606,-0.41681111170012974,-0.0715478589174637,-0.7257212078534323,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}",-0.3182,-0.9068379857800525,-0.5167681688997158,-0.5480982354024573,-0.8316412585475276,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,5.341784842063091,-0.30661846284605193,-0.04534923275209068,-0.16238827017436916,-0.04044789613537272,-0.697,-0.5392769569858151,0.0892310882978172,-0.2220415310403116,-0.15505304272763598,-0.30467625899280554,-1.693385965060577,-0.24712230215827338,-1.627488531989451,-7.842560085420475,-1.383591415050287,-0.09931771154504963,-1.467408454819219,0.1730215827338133,-1.8919636113716458,-0.6118996958444889,-1.2031825009278267,-0.2194701272090603,-1.7479409547563105,-0.08966043165467623,-2.2789000877235654,0.03757919854592517,-1.1555605318890034,-0.5192546762589916,-1.5369183724898576,0.04323108415459268,-1.047738222402572,6.057162820590126,-0.8210442551739197,,-0.2661930756107676
258,258,127,0,"""I do,"" said Scrooge.",i do said scrooge,21,4,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.125,0.09368901289943023,0.17507294706127555,0.4431676369170483,0.6470457404356147,0.517,-0.07262881700863616,0.006184291898577687,0.9092242116773931,1.0208440296734123,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,2.691256930414569,-0.986056733846186,-0.572299148893075,0.13274837436957018,1.609048704145898,-0.9657,-0.8360811222532817,-0.050085549852232084,-1.41797671849024,-1.7720884122613658,-0.30827338129496384,-1.7077112100879472,-0.25071942446043166,-1.6425121115854675,-8.237950646913891,-1.4499036951546025,-0.10831051730044532,-1.5633588404578131,0.1568992805755399,-1.9593351954793308,-0.6118996958444889,-1.2031825009278267,-0.2194701272090603,-1.7479409547563105,-0.08966043165467623,-2.2789000877235654,0.03757919854592517,-1.1555605318890034,-0.5335784172661858,-1.610001525283924,0.04323108415459268,-1.047738222402572,6.070265125365293,-0.8019069773107617,,-0.27048858012679594
259,259,127,0,"""I must. But why do spirits walk the earth, and why do they come to me?""",i must but why do spirits walk the earth and why do they come to me,72,16,0.25,0.08368722478558996,0.2,0.09663500713833478,0.22792637136600413,0.25,0.07191174691965756,0.2173913043478261,0.08400653462854288,0.2590705047532253,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.45833333333333304,0.5024320349552446,0.6419341392246766,0.3981504527605727,0.5942366772978335,1.8050000000000002,0.7433294900676943,0.8027210884353743,0.7601651147965741,0.8539613617680993,7.829266421604793,0.5086704203535215,1.0,0.4150589498543986,1.3402443235936163,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,5.918006942095407,-0.1589092666374667,0.0692091486013654,-0.14950386546704683,0.031562076717090624,0.9872,1.3210787376307351,0.962461761808472,0.4430083723193449,0.7441672724891355,-0.29784172661870484,-1.6661679995085734,-0.24748201438848919,-1.6289908899490526,-8.079009604431938,-1.4232471586674242,-0.0887511647824597,-1.354666751693871,0.14956115107913703,-1.9899996380450777,-0.3969806398821576,-1.0988948331522284,-0.21317845459238371,-1.7164814800405204,-0.08796330935251796,-2.256049711900736,0.039085493509953946,-1.1148513928513875,-0.5334762589928045,-1.6094802893373263,0.04493486401927972,-0.9940076483061402,6.053599653886634,-0.8262486304687693,,-0.26432102049132555
260,260,128,0,"""It is required of every man,"" the Ghost returned, ""that the spirit within him should walk abroad among his fellowmen, and travel far and wide; and if that spirit goes not forth in life, it is condemned to do so after death. It is doomed to wander through the world--oh, woe is me!--and witness what it cannot share, but might have shared on earth, and turned to happiness!""",it is required of every man the ghost returned that the spirit within him should walk abroad among his fellowmen and travel far and wide and if that spirit goes not forth in life it is condemned to do so after death it is doomed to wander through the world oh woe is me and witness what it cannot share but might have shared on earth and turned to happiness,374,68,-0.30000000000000004,-0.34588672525625264,-0.24000000000000005,-0.11148138446966689,-0.06438643503431367,-0.30000000000000004,-0.3836872128772177,-0.26086956521739135,-0.15062428605034095,-0.0731842749201436,-57.159240156395796,-1.7708082376120835,-2.68716638952836,-0.1865795952909932,-1.7777761138764225,-0.8125,-1.0559007366325486,-1.1379741558982912,-0.3198003184442771,-0.24798187361350235,-1.2429999999999999,-1.1876029012123173,-1.082251082251082,-0.44643113723143324,-0.4969122570623153,7.018284969832156,0.43719735099418733,0.8964166745514317,-0.030569443871712697,0.2828215251855901,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.146, 'neu': 0.724, 'pos': 0.129, 'compound': 0.1448}",0.1448,0.13486842766847748,0.23516037352821764,-0.058224762304067514,0.08352420120990114,0.2333333333333333,0.6024329356237877,1.133220910623946,-0.11020690971673372,0.4613442312238568,0.1643773117527617,0.4614219858282977,0.9264970060298466,-0.12335291693675896,0.34435337464309757,16.78741632142078,2.6273631144325518,2.230150120309592,-0.2644738630518089,-0.6109966283988285,-0.9814,-0.8534232338822331,-0.05822574791310212,-0.025133135724210286,0.11118867599225644,-0.2949640287769782,-1.6547078034866771,-0.2446043165467626,-1.6169720262722396,-7.906818318813259,-1.3943683793654091,-0.08717742377526547,-1.337875434207117,0.1485899280575543,-1.9940581672081912,-0.28779540362596917,-1.045913613810369,-0.21141565604047002,-1.7076671758241877,-0.08765395683453235,-2.2518845310597793,0.03836606904952229,-1.1342945637350248,-0.5333575539568333,-1.6088746278500825,0.044663286483984876,-1.002572144920711,6.037699151968868,-0.8494729660788432,,-0.26309216498360116
261,261,129,0,"Again the spectre raised a cry, and shook its chain and wrung its shadowy hands.",again the spectre raised a cry and shook its chain and wrung its shadowy hands,80,15,-2.0,-1.6736607526583112,-1.6,-1.450333999725709,-1.9448907158266366,-2.0,-1.7919021795221048,-1.7391304347826089,-1.6600493027846648,-2.210642921305337,-53.93670235115761,-1.6725753097336926,-2.5356686569565667,-0.6427401771724678,-7.600936300556997,-0.71875,-0.9409417616793506,-1.0066694456023344,-0.9557060786979509,-0.9939545076678338,-0.873,-0.9532049403285889,-0.8534322820037105,-0.8137410579208972,-0.9081428414107335,-7.869027775112714,-0.8748449085023383,-1.0050785541539624,-0.7552650695547323,-1.4367943863956125,-0.3561189894708727,-0.42571521212800606,-0.41681111170012974,-0.0715478589174637,-0.7257212078534323,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.5423}",-0.5423,-1.4110418891360257,-0.8807145757206658,-0.8616158964103906,-1.4173446087690893,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,5.341784842063091,-0.30661846284605193,-0.04534923275209068,-0.16238827017436916,-0.04044789613537272,-0.9914,-0.8644691648560873,-0.06341058744231864,-0.34271089384048636,-0.31821123868560036,-0.29784172661870484,-1.6661679995085734,-0.24748201438848919,-1.6289908899490526,-7.906818318813259,-1.3943683793654091,-0.09302274751627265,-1.4002431848722032,0.1496330935251802,-1.9896990062552176,-0.3509787745818642,-1.0765728141762299,-0.21141565604047002,-1.7076671758241877,-0.08765395683453235,-2.2518845310597793,0.04232290358189639,-1.027357123875019,-0.5471302158273368,-1.6791460430730658,0.04743965607784239,-0.9150162726664964,6.061642040852398,-0.8145018884498716,,-0.2626947447490679
262,262,130,0,"""You are fettered,"" said Scrooge, trembling.",you are fettered said scrooge trembling,44,6,-0.5,-0.5020954343623771,-0.4,-0.9302099503816281,-1.2143431632511572,-0.5,-0.5493595618942632,-0.4347826086956522,-1.073660447925556,-1.380272472911527,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.0625,-0.13622893700696553,-0.08753647353063777,-0.2924191177524467,-0.21586134934665682,0.0,-0.4001524542434675,-0.3135435992578849,-0.2781145797316918,-0.3084694397101232,-8.480498627958061,-0.9287347953562232,-1.0831792113442709,-1.7795248889175175,-3.867240246075656,-1.0572168568640035,-1.0213968656240506,-1.2373946530409443,-0.3002535379461735,-5.380776853435574,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.3612}",-0.3612,-1.0035839377849916,-0.5866017052375152,-1.3649768287470838,-2.3577068948758035,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,2.643042142160009,-0.9984161480686686,-0.5818847029692416,-0.08384953703195337,0.39849920075596496,-0.9733,-0.844476029793411,-0.0540260278944367,-0.93270406835371,-1.1159466352045802,-0.2989208633093523,-1.6704655730167843,-0.24856115107913668,-1.6334979638278573,-7.906818318813259,-1.3943683793654091,-0.08492922233641655,-1.3138878377974685,0.16179856115107952,-1.9388621705898468,-0.46533238337502186,-1.13206194290594,-0.21504713092877936,-1.7258251918860816,-0.0875755395683453,-2.2508287061489325,0.04340204027254387,-0.9981923675495629,-0.5580474820143871,-1.7348485465210797,0.04766950929786986,-0.9077675982772977,6.0532522462801515,-0.8267560553845467,,-0.26317490038250724
263,263,130,0,"""Tell me why?""",tell me why,14,3,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.25,-0.3661468869133613,-0.3501458941225511,-1.5780536463938213,-1.724022205413166,0.099,-0.33743516200701046,-0.25231910946196656,0.02478396400163598,0.030647850952574187,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,3.3371925499318666,-0.8204771228662467,-0.44388106318221193,0.542390537018308,3.89850806851962,-0.785,-0.6364811495557335,0.04360450044071133,-1.540865896376145,-1.938248041361459,-0.3241007194244602,-1.7707422882083763,-0.26654676258992804,-1.7086158618079388,-8.526829462630591,-1.4983525323540905,-0.08961404590613219,-1.363873419649193,0.15823741007194284,-1.9537434441879298,-0.6241881066217186,-1.2091453491028645,-0.22691074159371796,-1.7851453413106328,-0.095741726618705,-2.360779793883115,0.04263765178333524,-1.0188507366134276,-0.5723942446043153,-1.8080491609369151,0.04689320383639463,-0.9322492458092231,6.0975719789495635,-0.7620224796152744,,-0.2728063664579648
264,264,131,0,"""I wear the chain I forged in life,"" replied the Ghost.",i wear the chain i forged in life replied the ghost,55,11,-1.6,-1.3612433344460622,-1.28,-1.5758493580774666,-2.121185078623638,-0.6,-0.6321957364027859,-0.5217391304347826,-0.737422837397012,-0.9041348841632998,-29.429982966380244,-0.9255346407467675,-1.3835603982009927,-0.49023629555516424,-5.654133865139911,-0.20833333333333331,-0.3150540091563844,-0.2917882451021259,-0.4432271359647827,-0.39277224025837343,-0.31899999999999995,-0.6022415070053847,-0.5108225108225107,-0.5449428558693664,-0.6072034017844682,-8.065885200644114,-0.8921942626683944,-1.0302223434862778,-0.9959003510519078,-2.0077930847254963,-0.40033704010325,-0.46328469099834557,-0.46856509108965416,-0.09053717037851794,-1.11222801388426,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.3182}",-0.3182,-0.9068379857800525,-0.5167681688997158,-0.7098291347515531,-1.1337815886283733,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,4.804044481239,-0.44446322177110265,-0.1522570818626618,-0.08706946845951724,0.38050324518388523,0.9945,1.3291422672416489,0.9662466946648001,0.6193681886414968,0.9826250616319369,-0.33057553956834507,-1.7965277292576427,-0.27302158273381294,-1.7356583050807683,-8.526829462630591,-1.4983525323540905,-0.07979689962315857,-1.259127581993728,0.16196402877697882,-1.9381707174731682,-0.6169970706883505,-1.2056559592810847,-0.22691074159371796,-1.7851453413106328,-0.09818776978417264,-2.3937137819278886,0.0455553176506414,-0.9399978769186756,-0.5723345323740995,-1.807744494855453,0.04822278990361403,-0.8903192851476455,6.0622927926456365,-0.8135513978223938,,-0.2720680556386507
265,265,131,0,"""I made it link by link, and yard by yard; I girded it on of my own free will, and of my own free will I wore it. Is its pattern strange to you?""",i made it link by link and yard by yard i girded it on of my own free will and of my own free will i wore it is its pattern strange to you,145,34,0.5,0.27894811116824564,0.4,0.08713990882465497,0.21458989741662612,0.5,0.2790021831909645,0.4347826086956522,0.07330174250452008,0.24391171897084024,22.092804904991535,0.6450394257033217,1.038625472078773,0.0603217649825815,1.3740660844394548,-0.95,-1.224507233230572,-1.3305543976656942,-0.6026685213018694,-0.579810819921076,2.3369999999999997,1.0803557473383523,1.1317254174397031,0.35470596000302923,0.40001989228045537,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.2757585720481685,0.11115401563367423,0.32275514750565815,-0.023707619491485407,0.248014895122593,"{'neg': 0.049, 'neu': 0.769, 'pos': 0.181, 'compound': 0.7003}",0.7003,1.3846911332206555,1.137312220868859,0.3294587524362287,0.8077817523764236,0.39,1.230119414929058,1.894097807757167,0.11178488671053467,1.5419811300741537,0.5433341371354795,2.4676441056147764,3.062450930496947,0.2863077607294988,2.276122358082657,9.927308593734066,0.8688380625400964,0.8662960835587439,-0.22229279519480985,-0.3752497995566547,-0.9995,-0.8734163689449094,-0.06761030746098412,-0.11716088202299388,-0.013242917212154013,-0.33489208633093503,-1.813718023290487,-0.27733812949640285,-1.753686600595988,-8.493978977114624,-1.4928430670070432,-0.07485085645769095,-1.2063548698925013,0.16333093525179895,-1.9324587134658229,-0.7255231261999384,-1.2583173167000952,-0.2161124206662699,-1.7311518287922587,-0.09524028776978413,-2.3540283263339363,0.04471598911347113,-0.9626815762829194,-0.5723359712230204,-1.8077518362068137,0.04761319283751272,-0.9095435998657564,6.086156357275953,-0.7786961815095108,,-0.2715053461902938
